DateTime,stage 1 feed conductivity (us/cm),stage 1 feed pressure (psi),stage 1 permeate flowrate (gpm),stage 1 permeate conductivity (us/cm),stage 1 concentrate flowrate (gpm),stage 1 concentrate pressure (psi),stage 2 feed pressure (psi),stage 2 permeate flowrate (gpm),stage 2 permeate conductivity (us/cm),stage 2 concentrate flowrate (gpm),stage 2 concentrate pressure (psi),stage 2 concentrate conductivity (us/cm),stage 1 feed flowrate (gpm),stage 1 feed salinity (g/L),stage 1 permeate salinity (g/L),stage 2 feed flowrate (gpm),stage 2 feed salinity (g/L),stage 2 permeate salinity (g/L)
8/1/2021,1076.97998,147.4100037,1589.5,25.97999954,1042.649994,135.6600037,159.9400024,647.5700073,43.75,395.0799866,152.8899994,6624.75,2632.1499940000003,0.5384899900000001,0.012989999770000002,1042.6499939,1.3792107004816951,0.021875000000000002
8/2/2021,1077.049927,146.5500031,1601.329956,26.0,1041.800018,134.6299896,159.6699982,645.7000122,43.75,396.1000061,152.5299988,6619.5,2643.129974,0.5385249635,0.013000000000000001,1041.8000183,1.386262946102297,0.021875000000000002
8/3/2021,1086.140015,147.2599945,1595.179932,26.87999916,1050.909943,135.1799927,160.7299957,650.5799561,44.0,400.3299866,153.4799957,6674.869629,2646.089875,0.5430700075,0.01343999958,1050.9099427,1.3877985222165021,0.022
8/4/2021,1055.339966,145.8799896,1623.73999,26.87999916,1052.209991,133.7099915,159.3499908,650.0,43.05999756,402.2099915,151.7599945,6477.5,2675.9499809999998,0.527669983,0.01343999958,1052.2099915,1.3626952395729053,0.02152999878
8/5/2021,1025.589966,143.9799957,1583.309937,26.0,1047.609985,131.8399963,157.4599915,651.1199951,42.75,396.4899902,150.25,6287.310059,2630.919922,0.512794983,0.013000000000000001,1047.6099853,1.3074575323538478,0.021375
8/6/2021,1105.619995,146.5200043,1590.529907,27.0,1053.959991,134.0200043,160.4499969,651.7600098,46.12999725,402.1999817,153.019989,6713.429688,2644.489898,0.5528099975,0.0135,1053.9599915000001,1.407427815394802,0.023064998625000003
8/7/2021,1102.400024,147.5099945,1603.069946,27.02999878,1047.019989,135.0800018,160.1699982,648.0,46.25,399.019989,152.7799988,6752.869629,2650.089935,0.551200012,0.01351499939,1047.019989,1.415823106425332,0.023125
8/10/2021,983.6199951,142.8499908,1595.52002,22.87999916,1038.98996,130.3000031,152.8399963,645.789978,43.87999725,393.1999817,145.3399963,5952.409668,2634.50998,0.49180999755,0.01143999958,1038.9899597,1.2646234764077333,0.021939998625000002
8/11/2021,1077.169922,144.3899994,1608.400024,25.0,1049.279938,131.6999969,158.6399994,651.2699585,44.0,398.0099792,151.0500031,6589.509766,2657.679962,0.5385849610000001,0.0125,1049.2799377000001,1.383321463051028,0.022
8/13/2021,1094.02002,143.2899933,1637.25,25.96999931,1043.73999,131.0200043,159.0800018,644.2000122,47.0,399.539978,151.3300018,6714.469727,2680.98999,0.5470100099999999,0.012984999655,1043.7399902,1.4254393490518156,0.0235
8/14/2021,1096.699951,145.9400024,1579.359985,26.01999855,1043.999969,133.3899994,162.3799896,647.1599731,46.0,396.8399963,154.8199921,6749.379883,2623.359954,0.5483499755000001,0.013009999275,1043.9999694,1.397573641846914,0.023
8/15/2021,1078.589966,142.5299988,1602.02002,25.96999931,1036.689972,130.3099976,160.1600037,641.9899902,44.12999725,394.6999817,152.9100037,6594.369629,2638.709992,0.539294983,0.012984999655,1036.6899719,1.3927454964178756,0.022064998625000002
8/16/2021,962.0199585,141.1100006,1607.659912,24.0,1039.359985,128.7899933,157.3199921,646.3200073,41.0,393.039978,149.9199982,5913.989746,2647.019897,0.48100997925000005,0.012,1039.3599853,1.2435873261700634,0.0205
8/17/2021,1064.669922,143.9599915,1604.23999,26.0,1038.019989,131.9599915,161.7099915,643.1799927,44.25,394.8399963,154.1799927,6514.759766,2642.259979,0.532334961,0.013000000000000001,1038.019989,1.375139686970735,0.022125
8/18/2021,1075.719971,142.0200043,1633.709961,26.0,1029.359955,130.1999969,160.3999939,632.7699585,44.0,396.5899963,153.1299896,6545.119629,2663.069916,0.5378599855,0.013000000000000001,1029.3599548,1.4121367057631908,0.022
8/19/2021,1053.949951,144.25,1595.579956,25.0,1030.719971,132.7700043,162.5899963,640.7199707,43.75,390.0,155.4400024,6485.879883,2626.299927,0.5269749755,0.0125,1030.7199707,1.362095553241664,0.021875000000000002
8/20/2021,1094.869995,143.7899933,1597.459961,26.0,1030.649963,132.4499969,162.3300018,638.2299805,46.25,392.4199829,155.3999939,6675.25,2628.1099240000003,0.5474349975,0.013000000000000001,1030.6499634,1.4160834245987988,0.023125
8/21/2021,1091.76001,144.7299957,1574.02002,26.0,1033.609955,133.0200043,163.0999908,641.2099609,46.25,392.3999939,155.8099976,6632.47998,2607.629975,0.545880005,0.013000000000000001,1033.6099548000002,1.3969634455108841,0.023125
8/22/2021,1068.949951,146.2899933,1613.099976,25.0,1048.679993,134.6299896,164.2200012,645.8699951,45.0,402.8099976,157.1600037,6503.5,2661.779969,0.5344749755,0.0125,1048.6799927,1.3758425287490592,0.0225
8/23/2021,1049.339966,144.7899933,1613.089966,25.0,1032.759949,133.4700012,163.3399963,643.5799561,44.12999725,389.1799927,156.75,6374.25,2645.849915,0.524669983,0.0125,1032.7599488,1.3636873272073426,0.022064998625000002
8/24/2021,1091.619995,143.0899963,1593.630005,26.02999878,1040.659973,131.5699921,161.3699951,640.9099731,43.0,399.75,154.3999939,6663.0,2634.289978,0.5458099975,0.01301499939,1040.6599731000001,1.4015749021697175,0.021500000000000002
8/25/2021,1092.819946,143.5699921,1610.650024,29.0,1032.579956,131.9799957,162.019989,639.8299561,49.87999725,392.75,155.1499939,6736.0,2643.22998,0.546409973,0.0145,1032.5799561,1.4213346277201904,0.024939998625
8/26/2021,1056.469971,137.8499908,1577.599976,28.0,1030.339996,126.3799973,156.4700012,637.9899902,47.75,392.3500061,149.4499969,6546.239746,2607.939972,0.5282349855,0.014,1030.3399963,1.3584753949106045,0.023875
